monument,monumentLabel,monumentDescription,type,typeLabel,typeDescription,sipa_id,idwlm,gps_coords,locationLabel,localidadeLabel,image
http://www.wikidata.org/entity/Q10283554,Restos de uma construção conhecida pelo nome de Forno dos Mouros,"balneário em Barcelos, Portugal",http://www.wikidata.org/entity/Q9294168,caldas,,2626,DGPC-72868,Point(-8.58785434 41.45791979),,Carvalhas,http://commons.wikimedia.org/wiki/Special:FilePath/Forno%20dos%20Mouros%20%283%29.jpg
http://www.wikidata.org/entity/Q10283553,Fornos de Cal (conjunto de 5),"5 antigos fornos de cal em Paço de Arcos, município de Oeiras, Portugal",http://www.wikidata.org/entity/Q59772,forno de cal,,6528,DGPC-155805,Point(-9.293215 38.694234),Paço de Arcos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Fornos%20de%20Cal.jpg
http://www.wikidata.org/entity/Q10283609,Fortaleza de Armação de Pêra,"fortaleza em Armação de Pêra, no município de Silves",http://www.wikidata.org/entity/Q1785071,forte,construção militar,2853,DGPC-72822,Point(-8.35633333 37.1017),,Armação de Pêra,http://commons.wikimedia.org/wiki/Special:FilePath/Fortaleza%20de%20Arma%C3%A7%C3%A3o%20de%20Pera.JPG
http://www.wikidata.org/entity/Q10283643,Fortaleza de São João Baptista do Pico,"fortaleza no Funchal, Madeira Portugal",http://www.wikidata.org/entity/Q57831,fortaleza,forte de grande dimensão,2380,DRC-M-220308017,Point(-16.916376 32.650853),,São Pedro,http://commons.wikimedia.org/wiki/Special:FilePath/Fortaleza%20do%20Pico%20-%2014740646014%20-%202014-05-13.jpg
http://www.wikidata.org/entity/Q10283643,Fortaleza de São João Baptista do Pico,"fortaleza no Funchal, Madeira Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,2380,DRC-M-220308017,Point(-16.916376 32.650853),,São Pedro,http://commons.wikimedia.org/wiki/Special:FilePath/Fortaleza%20do%20Pico%20-%2014740646014%20-%202014-05-13.jpg
http://www.wikidata.org/entity/Q10283652,Fortaleza do Outeiro,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,2118,DGPC-73761,Point(-6.591998 41.68302),,Outeiro,http://commons.wikimedia.org/wiki/Special:FilePath/Fortaleza%20de%20Outeiro%2014.jpg
http://www.wikidata.org/entity/Q10283678,Forte Novo (troço de muralha),,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6057,DGPC-73627,Point(-9.429739 38.690618),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20geral%20do%20local.jpg
http://www.wikidata.org/entity/Q10283694,Fortim da Areosa,"forte na Areosa, no município de Viana do Castelo",http://www.wikidata.org/entity/Q1785071,forte,construção militar,4126,DGPC-69707,Point(-8.85591667 41.69983333),,Areosa,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photograph%20of%20Forte%20da%20Areosa%20%281%29%2003.jpg
http://www.wikidata.org/entity/Q10283693,Forte da Ameixoeira,"forte em Lisboa, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,12712,,Point(-9.152016 38.786497),,Santa Clara,
http://www.wikidata.org/entity/Q10283698,Forte de Nossa Senhora da Guia,"forte em Vila do Bispo, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,17048,DGPC-339884,Point(-8.925973 37.007857),Sagres,Sagres,http://commons.wikimedia.org/wiki/Special:FilePath/Ru%C3%ADnas%20da%20Fortaleza%20da%20Baleeira%20-%20Portugal%20%2851384950324%29.jpg
http://www.wikidata.org/entity/Q10283699,Forte da Barra de Aveiro,"forte na Gafanha da Nazaré, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,722,DGPC-73440,Point(-8.73284722 40.64525556),,Gafanha da Nazaré,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20da%20Barra.JPG
http://www.wikidata.org/entity/Q10283713,Forte da Malveira,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,34572,SIPA-34572,Point(-9.254888 38.935758),,Malveira e São Miguel de Alcainça,http://commons.wikimedia.org/wiki/Special:FilePath/FortFeira.jpg
http://www.wikidata.org/entity/Q10283728,Forte da Meia Praia,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,2840,DGPC-70084,Point(-8.6474 37.11744167),,Odiáxere,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20Meia%20Praia%20Lagos%202007.jpg
http://www.wikidata.org/entity/Q10283735,Forte da Ponta da Bandeira,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,2887,DGPC-70930,Point(-8.6683 37.099017),Santa Maria,São Gonçalo de Lagos,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20da%20Ponta%20da%20Bandeira%20por%20Rodrigo%20Tetsuo%20Argenton%20%283%29.jpg
http://www.wikidata.org/entity/Q10283741,Forte da Praia da Consolação,forte na Praia da Consolação,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3297,DGPC-71113,Point(-9.361169 39.324468),,Atouguia da Baleia,http://commons.wikimedia.org/wiki/Special:FilePath/FConsolacao.jpg
http://www.wikidata.org/entity/Q10283763,Forte da Ínsua,"forte em Ínsua, no município de Caminha",http://www.wikidata.org/entity/Q1785071,forte,construção militar,3607,DGPC-70476,Point(-8.87472222 41.85916667),Moledo,Moledo e Cristelo,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photograph%20of%20Forte%20da%20%C3%8Dnsua%20%284%29.jpg
http://www.wikidata.org/entity/Q10283772,Forte de Albarquel,"fortificação em Setúbal, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,20088,,Point(-8.91325 38.51111667),,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Albarquel%2C%20Set%C3%BAbal%2001.jpg
http://www.wikidata.org/entity/Q10283787,Forte de Crismina,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6073,DGPC-74732,Point(-9.47833333 38.72277778),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/CrisminaFort1.jpg
http://www.wikidata.org/entity/Q10283817,Fortim de Montedor,"forte no município de Viana do Castelo, em Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,5168,DGPC-73786,Point(-8.876439 41.758896),,Carreço,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photograph%20of%20Forte%20de%20Pa%C3%A7%C3%B4%20%281%29.jpg
http://www.wikidata.org/entity/Q10283826,Forte de Nossa Senhora da Assunção,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,5384,DGPC-74462,Point(-8.75183611 41.34176389),,Vila do Conde,http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photograph%20of%20Vila%20do%20Conde%20%2824%29.jpg
http://www.wikidata.org/entity/Q10283828,Forte de Nossa Senhora da Conceição (restos das muralhas),,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3099,DGPC-74733,Point(-9.413432 38.700837),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/As%20muralhas%20do%20forte.jpg
http://www.wikidata.org/entity/Q10283839,Forte de Nossa Senhora da Guia,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6043,DGPC-74724,Point(-9.45238 38.695258),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/NossaSenhoradaGuia%20Cascais1.jpg
http://www.wikidata.org/entity/Q10283837,Forte de Nossa Senhora da Graça,forte em Elvas,http://www.wikidata.org/entity/Q839954,sítio arqueológico,local onde se concentram vestígios arquelógicos,3771,DGPC-70196,Point(-7.164223 38.894609),Alcáçova,"Caia, São Pedro e Alcáçova",http://commons.wikimedia.org/wiki/Special:FilePath/Portugal-Elvas-Forte%20de%20Nossa%20Senhora%20da%20Gra%C3%A7aP1170667%20%2825893555315%29.jpg
http://www.wikidata.org/entity/Q10283837,Forte de Nossa Senhora da Graça,forte em Elvas,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3771,DGPC-70196,Point(-7.164223 38.894609),Alcáçova,"Caia, São Pedro e Alcáçova",http://commons.wikimedia.org/wiki/Special:FilePath/Portugal-Elvas-Forte%20de%20Nossa%20Senhora%20da%20Gra%C3%A7aP1170667%20%2825893555315%29.jpg
http://www.wikidata.org/entity/Q10283843,Forte de Nossa Senhora da Piedade,"forte na Ericeira, Mafra, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6615,SIPA-6615,Point(-9.419283 38.965432),,Ericeira,http://commons.wikimedia.org/wiki/Special:FilePath/Vista%20da%20Ericeira%20-%20Praia%20dos%20pescadores.JPG
http://www.wikidata.org/entity/Q10283849,Forte de Nossa Senhora da Saúde da Trafaria,"forte na Trafaria, no município de Almada",http://www.wikidata.org/entity/Q1785071,forte,construção militar,32962,,Point(-9.230335 38.67382),,Caparica e Trafaria,http://commons.wikimedia.org/wiki/Special:FilePath/Trafaria%20a%202012.01.21.jpg
http://www.wikidata.org/entity/Q10283853,Forte de Nossa Senhora das Mercês,"forte militar na orla costeira de Oeiras, Portugal, atual Pousada da Juventude",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6814,,Point(-9.317561 38.677929),,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Nossa%20Senhora%20das%20Merc%C3%AAs%20Oeiras%2001.jpg
http://www.wikidata.org/entity/Q10283858,Forte de Nossa Senhora das Salvas,antigo forte militar em Sines,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3427,DGPC-74609,Point(-8.876336 37.951338),,Sines,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20Revelim.JPG
http://www.wikidata.org/entity/Q10283859,Forte de Nossa Senhora de Porto Salvo,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6803,SIPA-6803,Point(-9.282547 38.697392),Paço de Arcos,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/F%20n%20s%20porto%20salvo%203.jpg
http://www.wikidata.org/entity/Q10283862,Forte de Nossa Senhora do Amparo,"fortaleza em Machico, Madeira",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6592,DRC-M-220403004,Point(-16.764887 32.717518),,Machico,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Nossa%20Senhora%20do%20Amparo%2C%20Machico%2C%20Madeira%20-%20IMG%206095.jpg
http://www.wikidata.org/entity/Q10283880,Forte de Porto Pim,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,8128,DGPC-98020012,Point(-28.626550674 38.52588272),,Angústias,http://commons.wikimedia.org/wiki/Special:FilePath/Bombardeira%20do%20Porto%20Pim.jpg
http://www.wikidata.org/entity/Q10283887,Forte de Santa Apolónia,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3032,DGPC-73741,Point(-9.116993 38.723543),,Penha de França,http://commons.wikimedia.org/wiki/Special:FilePath/ForteSantaApolonia.jpg
http://www.wikidata.org/entity/Q10283888,Forte de Santa Catarina,"forte em Figueira da Foz, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,2711,DGPC-74200,Point(-8.866312 40.148035),,Buarcos e São Julião,http://commons.wikimedia.org/wiki/Special:FilePath/Farol%20da%20Figueira%20da%20Foz.jpg
http://www.wikidata.org/entity/Q10283892,Forte de Santa Catarina (Lajes do Pico),"forte em Lajes do Pico, Açores, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,8192,DGPC-98050001,Point(-28.255216 38.401285),,Lajes do Pico,http://commons.wikimedia.org/wiki/Special:FilePath/2010%20mai%2021%2024%20pico%20e%20faial%20%28257%29.JPG
http://www.wikidata.org/entity/Q10283905,Forte de Santa Luzia,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3244,SIPA-3244,Point(-7.158486111 38.873),Assunção,"Assunção, Ajuda, Salvador e Santo Ildefonso",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Santa%20Luzia.jpg
http://www.wikidata.org/entity/Q10283910,Forte de Santa Marta,forte no município de Cascais,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6053,DGPC-74736,Point(-9.42102778 38.69041667),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Farol%20do%20forte%20Sta%20Marta%20-%20Cascais.jpg
http://www.wikidata.org/entity/Q10283909,Forte de Santa Maria da Arrábida,"forte em Setúbal, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,10471,SIPA-10471,Point(-8.9829 38.4738),,Azeitão (São Lourenço e São Simão),http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Santa%20Maria%20da%20Arr%C3%A1bida%20-%20Portugal%20%2851454566895%29.jpg
http://www.wikidata.org/entity/Q10283914,Forte de Santiago de Sesimbra,forte em Sesimbra,http://www.wikidata.org/entity/Q1785071,forte,construção militar,3453,DGPC-74611,Point(-9.101142 38.442889),,Santiago,http://commons.wikimedia.org/wiki/Special:FilePath/Fortaleza%20de%20Santiago.JPG
http://www.wikidata.org/entity/Q10283913,Forte de Santiago da Barra,"forte em Monserrate, no município de Viana do Castelo",http://www.wikidata.org/entity/Q1785071,forte,construção militar,2215,DGPC-69705,Point(-8.83897222 41.68877778),Monserrate,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Santiago%20da%20Barra.jpg
http://www.wikidata.org/entity/Q10283916,Forte de Santiago do Outão,"fortaleza em Setúbal, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,2140,DGPC-74258,Point(-8.935085296 38.488487243),Nossa Senhora da Anunciada,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Santiago%20do%20Out%C3%A3o%2C%20Set%C3%BAbal%2C%20Portugal.jpg
http://www.wikidata.org/entity/Q10283920,Forte de Santo Amaro,"forte na orla costeira de Oeiras, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6077,,Point(-9.314903 38.681273),,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Fort%20of%20Santo%20Amaro%20do%20Areeiro.jpg
http://www.wikidata.org/entity/Q10283931,Forte de Santo António,"fortaleza em Évora, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6504,DGPC-74005,Point(-7.915516 38.578298),,Bacelo e Senhora da Saúde,http://commons.wikimedia.org/wiki/Special:FilePath/Convento%20de%20Santo%20Ant%C3%B3nio%20da%20Piedade%20-%20%C3%89vora%20-%20Portugal%20%2852550353101%29.jpg
http://www.wikidata.org/entity/Q10283929,Forte de Santo António da Barra,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6072,DGPC-72759,Point(-9.38411 38.698336),Estoril,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Santo%20Ant%C3%B3nio%20da%20Barra.%2005-18%20%2801%29.jpg
http://www.wikidata.org/entity/Q10283933,Forte de Santo António de Tavira,fortaleza em Tavira,http://www.wikidata.org/entity/Q1785071,forte,construção militar,2823,DGPC-75045,Point(-7.62131667 37.12146667),Santa Maria,Tavira (Santa Maria e Santiago),http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Santo%20Ant%C3%B3nio%20de%20Tavira%204.JPG
http://www.wikidata.org/entity/Q10283958,Forte de São Brás de Sanxete,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,25757,,Point(-9.485818 38.70951),,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Cascais-9%20%2848793322361%29.jpg
http://www.wikidata.org/entity/Q10283959,Forte de São Brás de Ponta Delgada,"forte em Ponta Delgada, Açores",http://www.wikidata.org/entity/Q1785071,forte,construção militar,8227,DGPC-98140009,Point(-25.672732 37.736252),,Ponta Delgada (São José),http://commons.wikimedia.org/wiki/Special:FilePath/Fuerte%20de%20San%20Blas%2C%20Ponta%20Delgada%2C%20isla%20de%20San%20Miguel%2C%20Azores%2C%20Portugal%2C%202020-07-28%2C%20DD%2013.jpg
http://www.wikidata.org/entity/Q10283956,Forte de São Bruno,"fortaleza em Caxias, município de Oeiras",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6080,DGPC-74116,Point(-9.27488889 38.69805556),Caxias,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/F%20s%20bruno%20caxias%204.jpg
http://www.wikidata.org/entity/Q10283957,Forte de São Bento da Ribeira Brava,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,8045,SIPA-8045,Point(-17.06486 32.66993),,Ribeira Brava,http://commons.wikimedia.org/wiki/Special:FilePath/Madeira%20em%20Abril%20de%202011%20IMG%201446%20%285661800872%29.jpg
http://www.wikidata.org/entity/Q10283963,Forte de Milfontes,Forte em Vila Nova de Milfontes,http://www.wikidata.org/entity/Q1785071,forte,construção militar,744,DGPC-74030,Point(-8.783002 37.722715),,Vila Nova de Milfontes,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Milfontes%201.jpg
http://www.wikidata.org/entity/Q10283985,Forte de São Francisco de Chaves,forte em Chaves,http://www.wikidata.org/entity/Q1785071,forte,construção militar,12019,SIPA-12019,Point(-7.469165802 41.742904663),,Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20S.%20Francisco%20%28Chaves%29%20-%20panoramio.jpg
http://www.wikidata.org/entity/Q10284000,Forte de São Jorge de Oitavos,forte no município de Cascais,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6068,DGPC-74725,Point(-9.46833333 38.69972222),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20S%C3%A3o%20Jorge%20de%20Oitavos%202194.jpg
http://www.wikidata.org/entity/Q10284000,Forte de São Jorge de Oitavos,forte no município de Cascais,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6068,DGPC-74725,Point(-9.46833333 38.69972222),Cascais,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20S%C3%A3o%20Jorge%20de%20Oitavos.jpg
http://www.wikidata.org/entity/Q10284015,Forte de São João Baptista da Foz,forte na foz do rio Douro,http://www.wikidata.org/entity/Q1785071,forte,construção militar,5543,DGPC-74767,Point(-8.67444444 41.14888889),Foz do Douro,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Aerial%20photographs%20of%20Forte%20de%20S%C3%A3o%20Jo%C3%A3o%20Baptista%20da%20Foz%20%284%29.jpg
http://www.wikidata.org/entity/Q10284018,Forte de São João Baptista de Esposende,forte em Esposende,http://www.wikidata.org/entity/Q1785071,forte,construção militar,1247,DGPC-74943,Point(-8.79027778 41.54305556),Esposende,"Esposende, Marinhas e Gandra",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20S%20Jo%C3%A3o%20Baptista%20%28Esposende%291494.JPG
http://www.wikidata.org/entity/Q10284016,Forte de São João Baptista,fortaleza em Machico,http://www.wikidata.org/entity/Q57831,fortaleza,forte de grande dimensão,6591,DRC-M-220403005,Point(-16.758646 32.718221),,Machico,http://commons.wikimedia.org/wiki/Special:FilePath/Madeira%2012%202014.jpg
http://www.wikidata.org/entity/Q10284016,Forte de São João Baptista,fortaleza em Machico,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6591,DRC-M-220403005,Point(-16.758646 32.718221),,Machico,http://commons.wikimedia.org/wiki/Special:FilePath/Madeira%2012%202014.jpg
http://www.wikidata.org/entity/Q10284021,Forte de São João da Barra,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,2910,DGPC-72859,Point(-7.592369 37.138934),Conceição,Conceição e Cabanas de Tavira,http://commons.wikimedia.org/wiki/Special:FilePath/Face%20sul%20do%20Forte%20de%20S%C3%A3o%20Jo%C3%A3o%2C%20visto%20da%20Ilha%20de%20Cabanas.jpg
http://www.wikidata.org/entity/Q10284025,Forte de São João das Maias,,http://www.wikidata.org/entity/Q1785071,forte,construção militar,6075,,Point(-9.30444444 38.68527778),Oeiras e São Julião da Barra,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20S%C3%A3o%20Jo%C3%A3o%20das%20Maias%20-%20Port%C3%A3o.jpg
http://www.wikidata.org/entity/Q10284030,Forte de São Julião da Barra,"forte em Oeiras, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,2343,DGPC-74623,Point(-9.325363 38.674605),Oeiras e São Julião da Barra,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20S%C3%A3o%20Juli%C3%A3o%20da%20Barra.jpg
http://www.wikidata.org/entity/Q10284031,Forte de São Lourenço do Bugio,"torre em Oeiras, Portugal",http://www.wikidata.org/entity/Q12518,torre,estrutura com altura maior do que a largura,6548,DGPC-72323,Point(-9.2988 38.66053333),Oeiras e São Julião da Barra,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20Bugio.jpg
http://www.wikidata.org/entity/Q10284031,Forte de São Lourenço do Bugio,"torre em Oeiras, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,6548,DGPC-72323,Point(-9.2988 38.66053333),Oeiras e São Julião da Barra,"Oeiras e São Julião da Barra, Paço de Arcos e Caxias",http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20Bugio.jpg
http://www.wikidata.org/entity/Q10284036,Forte de São Luís de Almádena,forte no município de Vila do Bispo,http://www.wikidata.org/entity/Q1785071,forte,construção militar,2893,DGPC-72858,Point(-8.80442778 37.06669722),,Budens,http://commons.wikimedia.org/wiki/Special:FilePath/Forte%20de%20Almadena%20519.jpg
http://www.wikidata.org/entity/Q10284041,Forte de São Miguel Arcanjo,"forte em Nazaré, Portugal",http://www.wikidata.org/entity/Q1785071,forte,construção militar,3294,DGPC-73954,Point(-9.08538889 39.6045),,Nazaré,http://commons.wikimedia.org/wiki/Special:FilePath/F%20s%20miguel%202.jpg
http://www.wikidata.org/entity/Q10284044,Forte de São Neutel,forte em Chaves,http://www.wikidata.org/entity/Q1785071,forte,construção militar,24096,SIPA-24096,Point(-7.467777777 41.749797222),,Santa Maria Maior,http://commons.wikimedia.org/wiki/Special:FilePath/Chaves%20DSCN0273%20%283054916530%29.jpg
http://www.wikidata.org/entity/Q66813779,Convento de São Francisco dos Capuchos da Piedade,"convento em Portel, Portugal",http://www.wikidata.org/entity/Q44613,mosteiro,,1197,DGPC-73132,Point(-7.710043 38.304738),,Portel,
http://www.wikidata.org/entity/Q66813776,Antas da Herdade do Freixo,"anta em Portel, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,3941,DGPC-70736,Point(-7.824022 38.663346),,Monte do Trigo,
http://www.wikidata.org/entity/Q66813777,Igreja de Vera Cruz de Marmelar,"igreja em Portel, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,1169,DGPC-72307,Point(-7.69112 38.225288),,Vera Cruz,
http://www.wikidata.org/entity/Q66813782,Igreja da Senhora da Assunção,"igreja em Portel, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,14002,DGPC-73134,Point(-7.86497 38.318694),Oriola,Portel,
http://www.wikidata.org/entity/Q66813783,Igreja do Orfanato de Nossa Senhora da Saúde,"igreja em Redondo, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,4448,DGPC-70344,Point(-7.546513 38.645611),,Redondo,
http://www.wikidata.org/entity/Q66813780,Casa Nobre da Família Gil Borja de Meneses,"casa em Portel, Portugal",http://www.wikidata.org/entity/Q3947,casa,estrutura de habitação,2875,DGPC-73133,Point(-7.710043 38.304738),,Portel,
http://www.wikidata.org/entity/Q66813787,Igreja da Misericórdia do Redondo,"igreja em Redondo, Portugal",http://www.wikidata.org/entity/Q16970,igreja,edifício religioso cristão,8969,DGPC-73964,Point(-7.539219 38.647116),,Redondo,
http://www.wikidata.org/entity/Q66813785,Anta da Herdade das Dessouras,"anta em Redondo, Portugal",http://www.wikidata.org/entity/Q101659,dólmen,túmulo megalítico pré-histórico,1193,DGPC-70382,Point(-7.636106 38.692634),,Redondo,
http://www.wikidata.org/entity/Q66813790,"Núcleo de seis menires, na Herdade dos Perdigões","complexo arqueológico  em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q193475,menir,,2734,DGPC-72292,Point(-7.543826 38.440401),,Reguengos de Monsaraz,
http://www.wikidata.org/entity/Q66813790,"Núcleo de seis menires, na Herdade dos Perdigões","complexo arqueológico  em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q935773,cromeleque,monumento megalítico formado por pedras ou menires,2734,DGPC-72292,Point(-7.543826 38.440401),,Reguengos de Monsaraz,
http://www.wikidata.org/entity/Q66813791,Ermida de São Bento,"ermida em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",2773,DGPC-73129,Point(-7.378789 38.446803),,Monsaraz,http://commons.wikimedia.org/wiki/Special:FilePath/Mosaraz%20Ermida%20de%20S%C3%A3o%20Bento%2001.jpg
http://www.wikidata.org/entity/Q66813789,Bloco de granito insculturado na Herdade da Capela,"gravura em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q1211146,arte rupestre,representações artísticas da pré-história,2872,DGPC-69726,Point(-7.537768 38.460817),,Reguengos de Monsaraz,
http://www.wikidata.org/entity/Q66813794,Menir na Herdade das Vidigueiras,"menir em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q193475,menir,,1187,DGPC-73377,Point(-7.522014 38.390418),,Reguengos de Monsaraz,
http://www.wikidata.org/entity/Q66813793,Capela de Nossa Senhora dos Remédios,"capela em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",2874,DGPC-73375,Point(-7.552795 38.386843),,Reguengos de Monsaraz,http://commons.wikimedia.org/wiki/Special:FilePath/73375%20-%20Capela%20de%20Nossa%20Senhora%20dos%20Rem%C3%A9dios%20ou%20Ermida%20de%20Nossa%20Senhora%20dos%20Rem%C3%A9dios%20do%20Espor%C3%A3o.jpg
http://www.wikidata.org/entity/Q66813798,Atalaia de São Gens,"atalaia em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q947103,atalaia,,1246,DGPC-74151,Point(-7.364606 38.432606),,Monsaraz,
http://www.wikidata.org/entity/Q66813799,Menir de Santa Margarida,"menir em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q193475,menir,,1183,DGPC-74644,Point(-7.429990768 38.450561523),,Corval,http://commons.wikimedia.org/wiki/Special:FilePath/Menir%20de%20Santa%20Margarida%20-%20Portugal%20%2852849324324%29.jpg
http://www.wikidata.org/entity/Q66813797,Pelourinho de Monsaraz,"pelourinho em Reguengos de Monsaraz, Portugal",http://www.wikidata.org/entity/Q241212,pelourinho,símbolo da autoridade local,2728,DGPC-73379,Point(-7.38076 38.443075),,Monsaraz,http://commons.wikimedia.org/wiki/Special:FilePath/Monsaraz%20Pelourinho.jpg
http://www.wikidata.org/entity/Q66813802,Ermida de São Pedro,"ermida em Viana do Alentejo, Portugal",http://www.wikidata.org/entity/Q108325,capela,"lugar de culto religioso, podendo ser parte de um edifício maior como uma igreja ou um palácio",8894,DGPC-72046,Point(-8.151211 38.393569),,Alcáçovas,
